inputText,targetArtifactId,targetCategory,targetWorkspace,targetPack,targetProduct,labelType,confidence
Postictal patient with ongoing status epilepticus risk,nlu-corpus-16,emergency_alert,ai-workflow|clinical,ai-workflow-pack,product-core-platform,intent,0.95
patient_status_update query,nlu-corpus-160,patient_status_update,ai-workflow|clinical,ai-workflow-pack,product-core-platform,name,0.92
/api/nlu/predict,nlu-corpus-160,patient_status_update,ai-workflow|clinical,ai-workflow-pack,product-core-platform,route,0.9
nlu|patient_status_update|corpus,nlu-corpus-160,patient_status_update,ai-workflow|clinical,ai-workflow-pack,product-core-platform,tags,0.78
Check on the patient's current clinical status,nlu-corpus-160,patient_status_update,ai-workflow|clinical,ai-workflow-pack,product-core-platform,intent,0.95
patient_status_update query,nlu-corpus-161,patient_status_update,ai-workflow|clinical,ai-workflow-pack,product-core-platform,name,0.92
/api/nlu/predict,nlu-corpus-161,patient_status_update,ai-workflow|clinical,ai-workflow-pack,product-core-platform,route,0.9
nlu|patient_status_update|corpus,nlu-corpus-161,patient_status_update,ai-workflow|clinical,ai-workflow-pack,product-core-platform,tags,0.78
What's this patient's tolerance to the new diet order?,nlu-corpus-161,patient_status_update,ai-workflow|clinical,ai-workflow-pack,product-core-platform,intent,0.95
patient_status_update query,nlu-corpus-162,patient_status_update,ai-workflow|clinical,ai-workflow-pack,product-core-platform,name,0.92
/api/nlu/predict,nlu-corpus-162,patient_status_update,ai-workflow|clinical,ai-workflow-pack,product-core-platform,route,0.9
nlu|patient_status_update|corpus,nlu-corpus-162,patient_status_update,ai-workflow|clinical,ai-workflow-pack,product-core-platform,tags,0.78
Give me the current isolation precaution status for this patient,nlu-corpus-162,patient_status_update,ai-workflow|clinical,ai-workflow-pack,product-core-platform,intent,0.95
discharge_planning query,nlu-corpus-163,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,name,0.92
/api/nlu/predict,nlu-corpus-163,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,route,0.9
nlu|discharge_planning|corpus,nlu-corpus-163,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,tags,0.78
Schedule the follow-up appointment before discharge,nlu-corpus-163,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,intent,0.95
discharge_planning query,nlu-corpus-164,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,name,0.92
/api/nlu/predict,nlu-corpus-164,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,route,0.9
nlu|discharge_planning|corpus,nlu-corpus-164,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,tags,0.78
Arrange caregiver education before sending this patient home,nlu-corpus-164,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,intent,0.95
discharge_planning query,nlu-corpus-165,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,name,0.92
/api/nlu/predict,nlu-corpus-165,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,route,0.9
nlu|discharge_planning|corpus,nlu-corpus-165,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,tags,0.78
Arrange transportation for this patient's discharge,nlu-corpus-165,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,intent,0.95
discharge_planning query,nlu-corpus-166,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,name,0.92
/api/nlu/predict,nlu-corpus-166,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,route,0.9
nlu|discharge_planning|corpus,nlu-corpus-166,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,tags,0.78
What follow-up imaging is needed after this patient leaves?,nlu-corpus-166,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,intent,0.95
discharge_planning query,nlu-corpus-167,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,name,0.92
/api/nlu/predict,nlu-corpus-167,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,route,0.9
nlu|discharge_planning|corpus,nlu-corpus-167,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,tags,0.78
What's the plan for continuing IV antibiotics after discharge?,nlu-corpus-167,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,intent,0.95
patient_status_update query,nlu-corpus-168,patient_status_update,ai-workflow|clinical,ai-workflow-pack,product-core-platform,name,0.92
/api/nlu/predict,nlu-corpus-168,patient_status_update,ai-workflow|clinical,ai-workflow-pack,product-core-platform,route,0.9
nlu|patient_status_update|corpus,nlu-corpus-168,patient_status_update,ai-workflow|clinical,ai-workflow-pack,product-core-platform,tags,0.78
What are the recent values for this patient's labs?,nlu-corpus-168,patient_status_update,ai-workflow|clinical,ai-workflow-pack,product-core-platform,intent,0.95
discharge_planning query,nlu-corpus-169,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,name,0.92
/api/nlu/predict,nlu-corpus-169,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,route,0.9
nlu|discharge_planning|corpus,nlu-corpus-169,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,tags,0.78
What home care services does this patient need post-discharge?,nlu-corpus-169,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,intent,0.95
emergency_alert query,nlu-corpus-17,emergency_alert,ai-workflow|clinical,ai-workflow-pack,product-core-platform,name,0.92
/api/nlu/predict,nlu-corpus-17,emergency_alert,ai-workflow|clinical,ai-workflow-pack,product-core-platform,route,0.9
nlu|emergency_alert|corpus,nlu-corpus-17,emergency_alert,ai-workflow|clinical,ai-workflow-pack,product-core-platform,tags,0.78
"Massive postpartum hemorrhage, patient crashing",nlu-corpus-17,emergency_alert,ai-workflow|clinical,ai-workflow-pack,product-core-platform,intent,0.95
general_clinical_query query,nlu-corpus-170,general_clinical_query,ai-workflow|clinical,ai-workflow-pack,product-core-platform,name,0.92
/api/nlu/predict,nlu-corpus-170,general_clinical_query,ai-workflow|clinical,ai-workflow-pack,product-core-platform,route,0.9
nlu|general_clinical_query|corpus,nlu-corpus-170,general_clinical_query,ai-workflow|clinical,ai-workflow-pack,product-core-platform,tags,0.78
What are the stages of chronic kidney disease?,nlu-corpus-170,general_clinical_query,ai-workflow|clinical,ai-workflow-pack,product-core-platform,intent,0.95
discharge_planning query,nlu-corpus-171,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,name,0.92
/api/nlu/predict,nlu-corpus-171,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,route,0.9
nlu|discharge_planning|corpus,nlu-corpus-171,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,tags,0.78
What durable medical equipment should go home with this patient?,nlu-corpus-171,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,intent,0.95
discharge_planning query,nlu-corpus-172,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,name,0.92
/api/nlu/predict,nlu-corpus-172,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,route,0.9
nlu|discharge_planning|corpus,nlu-corpus-172,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,tags,0.78
Finalize discharge medication reconciliation,nlu-corpus-172,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,intent,0.95
discharge_planning query,nlu-corpus-173,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,name,0.92
/api/nlu/predict,nlu-corpus-173,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,route,0.9
nlu|discharge_planning|corpus,nlu-corpus-173,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,tags,0.78
What follow-up labs are needed after discharge?,nlu-corpus-173,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,intent,0.95
discharge_planning query,nlu-corpus-174,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,name,0.92
/api/nlu/predict,nlu-corpus-174,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,route,0.9
nlu|discharge_planning|corpus,nlu-corpus-174,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,tags,0.78
Arrange a wheelchair van for this patient's discharge,nlu-corpus-174,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,intent,0.95
discharge_planning query,nlu-corpus-175,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,name,0.92
/api/nlu/predict,nlu-corpus-175,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,route,0.9
nlu|discharge_planning|corpus,nlu-corpus-175,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,tags,0.78
What discharge education has been completed for this patient?,nlu-corpus-175,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,intent,0.95
discharge_planning query,nlu-corpus-176,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,name,0.92
/api/nlu/predict,nlu-corpus-176,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,route,0.9
nlu|discharge_planning|corpus,nlu-corpus-176,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,tags,0.78
Coordinate skilled nursing facility placement for discharge,nlu-corpus-176,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,intent,0.95
discharge_planning query,nlu-corpus-177,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,name,0.92
/api/nlu/predict,nlu-corpus-177,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,route,0.9
nlu|discharge_planning|corpus,nlu-corpus-177,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,tags,0.78
Schedule a cardiology follow-up before this patient leaves,nlu-corpus-177,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,intent,0.95
discharge_planning query,nlu-corpus-178,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,name,0.92
/api/nlu/predict,nlu-corpus-178,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,route,0.9
nlu|discharge_planning|corpus,nlu-corpus-178,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,tags,0.78
Coordinate with case management on discharge barriers,nlu-corpus-178,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,intent,0.95
patient_status_update query,nlu-corpus-179,patient_status_update,ai-workflow|clinical,ai-workflow-pack,product-core-platform,name,0.92
/api/nlu/predict,nlu-corpus-179,patient_status_update,ai-workflow|clinical,ai-workflow-pack,product-core-platform,route,0.9
nlu|patient_status_update|corpus,nlu-corpus-179,patient_status_update,ai-workflow|clinical,ai-workflow-pack,product-core-platform,tags,0.78
I need to access patient previous hospitalizations,nlu-corpus-179,patient_status_update,ai-workflow|clinical,ai-workflow-pack,product-core-platform,intent,0.95
emergency_alert query,nlu-corpus-18,emergency_alert,ai-workflow|clinical,ai-workflow-pack,product-core-platform,name,0.92
/api/nlu/predict,nlu-corpus-18,emergency_alert,ai-workflow|clinical,ai-workflow-pack,product-core-platform,route,0.9
nlu|emergency_alert|corpus,nlu-corpus-18,emergency_alert,ai-workflow|clinical,ai-workflow-pack,product-core-platform,tags,0.78
Anaphylactic reaction with stridor and hypotension,nlu-corpus-18,emergency_alert,ai-workflow|clinical,ai-workflow-pack,product-core-platform,intent,0.95
discharge_planning query,nlu-corpus-180,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,name,0.92
/api/nlu/predict,nlu-corpus-180,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,route,0.9
nlu|discharge_planning|corpus,nlu-corpus-180,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,tags,0.78
What discharge criteria has this patient met?,nlu-corpus-180,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,intent,0.95
discharge_planning query,nlu-corpus-181,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,name,0.92
/api/nlu/predict,nlu-corpus-181,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,route,0.9
nlu|discharge_planning|corpus,nlu-corpus-181,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,tags,0.78
Access patient discharge summary,nlu-corpus-181,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,intent,0.95
general_clinical_query query,nlu-corpus-182,general_clinical_query,ai-workflow|clinical,ai-workflow-pack,product-core-platform,name,0.92
/api/nlu/predict,nlu-corpus-182,general_clinical_query,ai-workflow|clinical,ai-workflow-pack,product-core-platform,route,0.9
nlu|general_clinical_query|corpus,nlu-corpus-182,general_clinical_query,ai-workflow|clinical,ai-workflow-pack,product-core-platform,tags,0.78
What's the pathophysiology behind DKA?,nlu-corpus-182,general_clinical_query,ai-workflow|clinical,ai-workflow-pack,product-core-platform,intent,0.95
discharge_planning query,nlu-corpus-183,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,name,0.92
/api/nlu/predict,nlu-corpus-183,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,route,0.9
nlu|discharge_planning|corpus,nlu-corpus-183,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,tags,0.78
What follow-up care is needed after discharge?,nlu-corpus-183,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,intent,0.95
discharge_planning query,nlu-corpus-184,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,name,0.92
/api/nlu/predict,nlu-corpus-184,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,route,0.9
nlu|discharge_planning|corpus,nlu-corpus-184,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,tags,0.78
Confirm this patient has a safe place to go after discharge,nlu-corpus-184,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,intent,0.95
discharge_planning query,nlu-corpus-185,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,name,0.92
/api/nlu/predict,nlu-corpus-185,discharge_planning,ai-workflow|clinical,ai-workflow-pack,product-core-platform,route,0.9
