artifactId,normalizedText,tags,typeEncoding,roleEncoding,workspaceEncoding,packEncoding,dependencyCount,riskScore,readinessScore
ottawa-ankle,ottawa-ankle ottawa ankle rule tool calculator tools calculators emergency-medicine emergency-department-pack product-emergency-department emergency clinical calculator emergency physician icu clinician nurse hospitalist hospital medium ottawa ankle and foot rules radiography decision support after acute ankle foot injury clinical decision support only not fracture clearance src pages tools calculators jsx src services clinicalchatservice js toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js ai-assisted-tool calculator emergency clinical calculator emergency-medicine emergency-department-pack,ai-assisted-tool|Calculator|emergency|clinical|calculator|emergency-medicine|emergency-department-pack,type:tool,role:emergency-physician|role:icu-clinician|role:nurse|role:hospitalist,workspace:emergency|workspace:clinical|workspace:calculator,pack:emergency-medicine|pack:emergency-department-pack,8,0.5,0.58
oxygen-escalation-helper,oxygen-escalation-helper oxygen escalation helper tool calculator tools pulmonology oxygen-escalation-helper medical-iot-pack hospital-operations digital-twin-pack product-medical-iot product-hospital-operations product-digital-twin operations calculator medical-iot maps biomedical engineer icu clinician nurse administrator hospital medium oxygen escalation checklist support using device context work of breathing rox pf ratio context and local policy reminders src pages tools pulmonologyassistantpage jsx src services clinicalchatservice js toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js ai-assisted-tool calculator operations calculator medical-iot maps medical-iot-pack hospital-operations digital-twin-pack,ai-assisted-tool|Calculator|operations|calculator|medical-iot|maps|medical-iot-pack|hospital-operations|digital-twin-pack,type:tool,role:biomedical-engineer|role:icu-clinician|role:nurse|role:administrator,workspace:operations|workspace:calculator|workspace:medical-iot|workspace:maps,pack:medical-iot-pack|pack:hospital-operations|pack:digital-twin-pack,8,0.5,0.58
pack-ai-workflow-pack,pack-ai-workflow-pack ai workflow pack asset-pack asset-pack asset-packs ai-workflow-pack product-core-platform assistant ai-workflow unknown hospital medium ai workflow pack groups caredroid artifacts for entitlement navigation and product packaging assistant ai-workflow asset-pack ai-workflow-pack assistant ai-workflow,asset-pack|ai-workflow-pack|assistant|ai-workflow,type:asset-pack,role:unknown,workspace:assistant|workspace:ai-workflow,pack:ai-workflow-pack,2,0.5,0.96
pack-cardiology-pack,pack-cardiology-pack cardiology pack asset-pack asset-pack asset-packs cardiology-pack product-cardiology cardiology clinical unknown hospital medium cardiology pack groups caredroid artifacts for entitlement navigation and product packaging cardiology clinical asset-pack cardiology-pack cardiology clinical,asset-pack|cardiology-pack|cardiology|clinical,type:asset-pack,role:unknown,workspace:cardiology|workspace:clinical,pack:cardiology-pack,2,0.5,0.96
pack-core-platform,pack-core-platform core platform asset-pack asset-pack asset-packs core-platform product-core-platform clinical operations unknown hospital medium core platform groups caredroid artifacts for entitlement navigation and product packaging clinical operations asset-pack core-platform clinical operations,asset-pack|core-platform|clinical|operations,type:asset-pack,role:unknown,workspace:clinical|workspace:operations,pack:core-platform,2,0.5,0.96
pack-digital-twin-pack,pack-digital-twin-pack digital twin pack asset-pack asset-pack asset-packs digital-twin-pack product-hospital-operations product-digital-twin operations maps unknown hospital medium digital twin pack groups caredroid artifacts for entitlement navigation and product packaging operations maps asset-pack digital-twin-pack operations maps,asset-pack|digital-twin-pack|operations|maps,type:asset-pack,role:unknown,workspace:operations|workspace:maps,pack:digital-twin-pack,2,0.5,0.96
pack-emergency-department-pack,pack-emergency-department-pack emergency department pack asset-pack asset-pack asset-packs emergency-department-pack product-emergency-department emergency unknown hospital medium emergency department pack groups caredroid artifacts for entitlement navigation and product packaging emergency asset-pack emergency-department-pack emergency,asset-pack|emergency-department-pack|emergency,type:asset-pack,role:unknown,workspace:emergency,pack:emergency-department-pack,1,0.5,0.96
pack-emergency-medicine,pack-emergency-medicine emergency medicine pack asset-pack asset-pack asset-packs emergency-medicine product-emergency-department emergency clinical unknown hospital medium emergency medicine pack groups caredroid artifacts for entitlement navigation and product packaging emergency clinical asset-pack emergency-medicine emergency clinical,asset-pack|emergency-medicine|emergency|clinical,type:asset-pack,role:unknown,workspace:emergency|workspace:clinical,pack:emergency-medicine,2,0.5,0.96
pack-fleet-logistics,pack-fleet-logistics fleet logistics pack asset-pack asset-pack asset-packs fleet-logistics product-fleet-ems fleet operations unknown hospital medium fleet logistics pack groups caredroid artifacts for entitlement navigation and product packaging fleet operations asset-pack fleet-logistics fleet operations,asset-pack|fleet-logistics|fleet|operations,type:asset-pack,role:unknown,workspace:fleet|workspace:operations,pack:fleet-logistics,2,0.5,0.96
pack-governance-compliance-pack,pack-governance-compliance-pack governance compliance pack asset-pack asset-pack asset-packs governance-compliance-pack product-governance governance audit unknown hospital medium governance compliance pack groups caredroid artifacts for entitlement navigation and product packaging governance audit asset-pack governance-compliance-pack governance audit,asset-pack|governance-compliance-pack|governance|audit,type:asset-pack,role:unknown,workspace:governance|workspace:audit,pack:governance-compliance-pack,2,0.5,0.96
pack-hospital-operations,pack-hospital-operations hospital operations pack asset-pack asset-pack asset-packs hospital-operations product-hospital-operations operations unknown hospital medium hospital operations pack groups caredroid artifacts for entitlement navigation and product packaging operations asset-pack hospital-operations operations,asset-pack|hospital-operations|operations,type:asset-pack,role:unknown,workspace:operations,pack:hospital-operations,1,0.5,0.96
pack-icu-pack,pack-icu-pack icu pack asset-pack asset-pack asset-packs icu-pack product-icu icu clinical unknown hospital medium icu pack groups caredroid artifacts for entitlement navigation and product packaging icu clinical asset-pack icu-pack icu clinical,asset-pack|icu-pack|icu|clinical,type:asset-pack,role:unknown,workspace:icu|workspace:clinical,pack:icu-pack,2,0.5,0.96
pack-laboratory-intelligence,pack-laboratory-intelligence laboratory intelligence pack asset-pack asset-pack asset-packs laboratory-intelligence product-laboratory laboratory unknown hospital medium laboratory intelligence pack groups caredroid artifacts for entitlement navigation and product packaging laboratory asset-pack laboratory-intelligence laboratory,asset-pack|laboratory-intelligence|laboratory,type:asset-pack,role:unknown,workspace:laboratory,pack:laboratory-intelligence,1,0.5,0.96
pack-medical-iot-pack,pack-medical-iot-pack medical iot pack asset-pack asset-pack asset-packs medical-iot-pack product-medical-iot medical-iot operations unknown hospital medium medical iot pack groups caredroid artifacts for entitlement navigation and product packaging medical-iot operations asset-pack medical-iot-pack medical-iot operations,asset-pack|medical-iot-pack|medical-iot|operations,type:asset-pack,role:unknown,workspace:medical-iot|workspace:operations,pack:medical-iot-pack,2,0.5,0.96
pack-research-education,pack-research-education research education pack asset-pack asset-pack asset-packs research-education product-research research education unknown hospital medium research education pack groups caredroid artifacts for entitlement navigation and product packaging research education asset-pack research-education research education,asset-pack|research-education|research|education,type:asset-pack,role:unknown,workspace:research|workspace:education,pack:research-education,2,0.5,0.96
